"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YLR048W",8.223,7.76,8.892,7.971,7.854,7.607
"YLR049C",5.24,5.648,4.924,5.784,5.774,5.36
"YLR050C",5.304,5.397,6.649,5.439,5.476,5.684
"YLR051C",6.153,6.071,4.253,4.692,5.152,5.113
"YLR052W",3.698,5.397,2.464,4.322,4.801,5.36
"YLR053C",4.912,5.29,3.863,7.113,6.952,7.538
"YLR054C",3.959,3.812,5.215,4.519,5.152,4.815
"YLR055C",4.179,4.759,5.215,5.231,5.252,5.267
"YLR056W",8.596,8.021,9.061,8.644,8.593,8.646
"YLR057W",6.204,6.253,6.195,5.963,6.351,6.248
"YLR058C",7.653,7.336,7.825,6.563,6.744,6.652
"YLR059C",5.481,5.326,6.103,5.286,5.84,5.405
"YLR060W",7.134,6.414,7.354,6.211,6.541,6.343
"YLR061W",7.991,8.243,7.706,6.827,7.039,7.379
"YLR062C",7.981,8.134,7.737,6.969,6.982,7.466
"YLR063W",2.4,3.911,2.464,2.775,3.786,1.842
"YLR064W",6.937,7.605,7.658,6.846,6.907,6.474
"YLR065C",4.912,4.589,4.812,4.424,5.099,4.815
"YLR066W",5.949,5.786,5.844,4.918,4.987,5.314
"YLR067C",5.969,6.154,5.529,5.705,5.595,6.41
"YLR068W",4.539,5.786,4.071,1.972,3.316,3.8
"YLR069C",7.491,7.371,7.658,6.935,6.744,6.843
"YLR070C",2.4,3.705,3.62,3.823,4.587,3.66
"YLR071C",6.492,6.092,6.583,6.447,6.673,6.453
"YLR072W",5.103,5.362,5.38,6.239,5.993,5.755
"YLR073C",3.791,3.326,2.959,3.666,4.241,3.8
"YLR074C",5.335,5.959,5.3,5.114,4.801,5.531
"YLR075W",11.016,10.364,11.506,9.478,9.617,9.517
"YLR076C",10.345,9.779,10.978,8.808,9.041,8.881
"YLR077W",6.204,6.496,6.363,6.691,6.373,6.826
"YLR078C",5.24,5.732,5.456,5.487,5.669,5.166
"YLR079W",5.139,5.935,4.414,5.231,5.39,5.531
"YLR080W",5.535,4.812,5.954,6.267,6.501,6.724
"YLR081W",2.4,2.589,2.464,2.429,2.613,2.287
"YLR082C",4.429,4.589,4.56,4.771,5.299,5.61
"YLR083C",6.064,5.812,6.649,6.585,6.373,5.789
"YLR084C",5.335,4.959,6.363,4.608,5.299,5.405
"YLR085C",5.335,4.464,5.529,4.771,5.203,4.815
"YLR086W",6.393,6.947,5.598,6.809,7.094,7.263
"YLR087C",7.413,7.224,7.882,8.804,8.834,8.766
"YLR088W",5.686,5.648,6.055,5.487,5.299,5.823
"YLR089C",6.743,6.559,7.354,6.423,5.872,6.198
"YLR090W",5.424,5.732,6.195,6.061,6.208,5.648
"YLR091W",3.959,2.811,3.327,4.519,4.336,4.439
"YLR092W",5.802,6.559,6.616,6.153,6.105,6.119
"YLR093C",5.823,5.759,6.323,6.123,6.131,5.979
"YLR094C",4.485,4.528,5.027,4.094,4.336,4.522
"YLR095C",5.734,6.362,5.456,5.784,6.208,5.531
"YLR096W",5.71,5.496,6.055,6.563,6.58,6.793
"YLR097C",6.064,6.271,6.477,7.018,6.637,6.952
"YLR098C",4.69,4.004,5.787,6.267,5.84,6.037
"YLR099C",5.395,5.528,6.103,4.424,3.786,4.88
"YLR099W-A",4.485,5.049,4.56,3.965,4.031,4.046
"YLR100W",6.221,5.431,6.477,6.985,7.147,7.188
"YLR101C",4.642,5.005,5.844,6.239,5.595,5.789
"YLR102C",4.429,4.959,4.924,5.051,5.152,4.942
"YLR103C",5.103,4.812,5.027,3.49,2.887,3.8
"YLR104W",6.519,7.472,6.103,4.918,4.801,4.676
"YLR105C",4.37,4.705,3.327,5.286,5.84,5.448
"YLR106C",8.094,8.524,8.135,8.964,9.172,9.111
"YLR107W",5.734,5.326,5.9,5.929,6.157,6.198
"YLR108C",6.136,5.911,6.86,6.447,6.351,6.595
"YLR109W",6.996,7.641,7.251,8.167,8.135,8.177
"YLR110C",12.563,12.476,13.383,12.591,12.43,12.288
"YLR112W",0,1.588,1.704,1.3,0,1.197
"YLR113W",6.623,6.431,7.069,6.541,6.417,6.614
"YLR114C",6.007,5.887,5.954,6.77,6.844,7.068
"YLR115W",5.173,6.005,5.38,5.745,5.705,5.979
"YLR116W",3.38,4.004,3.863,4.692,4.733,4.676
"YLR117C",5.71,6.027,4.56,5.929,6.438,6.296
"YLR118C",6.007,5.559,6.323,5.929,6.105,5.887
"YLR119W",4.87,6.027,4.071,5.622,4.733,5.166
"YLR120C",7.484,6.935,8.702,7.439,7.342,7.011
"YLR120W-A",1.835,3.326,2.959,1.972,1.831,2.287
"YLR121C",5.508,5.705,7.069,6.211,5.774,5.405
"YLR122C",1.835,1.002,3.327,0,1.189,1.197
"YLR123C",1.439,0,0,1.972,1.831,1.842
"YLR124W",1.439,2.003,2.464,3.666,2.613,1.842
"YLR125W",3.257,2.589,3.327,3.055,3.316,3.504
"YLR126C",5.173,5.464,4.414,4.608,5.252,4.439
"YLR127C",4.783,4.326,5.124,5.286,5.39,5.267
"YLR128W",3.959,4.862,4.56,4.213,4.031,4.601
"YLR129W",5.662,5.982,6.055,5.929,5.595,5.531
"YLR130C",4.912,5.134,5.3,5.784,5.39,5.789
"YLR131C",3.877,4.528,3.863,3.823,4.508,4.35
"YLR132C",3.494,3.464,4.253,3.055,3.786,4.154
"YLR133W",6.519,6.194,7.354,7.066,6.844,6.742
"YLR134W",8.043,7.567,8.899,9.538,9.532,9.52
"YLR135W",5.03,5.59,4.253,5.231,5.74,5.531
"YLR136C",4.991,4.959,5.38,4.692,3.646,4.046
"YLR137W",4.109,4.464,4.692,3.666,4.587,3.928
"YLR138W",6.8,7.512,6.363,7.911,7.813,7.991
"YLR139C",3.877,4.004,3.62,4.094,4.801,4.522
"YLR140W",1.835,1.002,1.704,1.972,2.613,0
"YLR141W",2.805,3.326,3.863,2.775,2.887,3.329
"YLR142W",10.543,10.76,10.972,11.828,11.909,11.982
"YLR143W",4.642,4.705,4.56,5.173,5.346,4.747
"YLR144C",5.587,5.431,6.195,6.398,6.373,5.72
"YLR145W",3.698,4.397,4.071,4.322,4.241,3.8
"YLR146C",4.87,4.174,5.787,4.918,5.152,4.88
"YLR146W-A",4.737,5.528,4.253,3.055,3.49,3.66
"YLR147C",5.207,5.559,4.924,4.608,4.801,4.676
"YLR148W",6.188,6.29,5.529,6.182,6.395,6.67
"YLR149C",7.044,6.899,7.575,7.867,7.931,7.976
"YLR149C-A",2.805,2.326,3.863,1.3,2.274,2.287
"YLR150W",8.441,7.893,8.501,7.902,7.648,7.568
"YLR151C",3.698,4.528,4.692,4.213,3.646,3.8
"YLR152C",6.064,6.397,6.888,8.045,8.237,7.861
"YLR153C",8.812,7.869,9.411,9.237,9.2,9.101
"YLR154C",4.429,4.812,4.56,3.823,2.613,4.256
"YLR163C",6.957,6.773,7.45,7.389,7.364,7.434
"YLR163W-A",2.805,2.589,4.071,3.288,4.031,3.8
"YLR164W",3.38,3.174,5.027,6.711,6.891,6.576
"YLR165C",4.952,4.464,4.071,4.322,4.987,4.256
"YLR166C",6.27,5.528,5.787,6.471,6.907,6.536
"YLR167W",9.634,9.288,10.259,8.628,8.866,8.985
"YLR168C",8.551,8.993,8.437,6.969,6.952,7.379
"YLR169W",5.686,6.071,5.844,5.286,5.476,5.166
"YLR170C",6.393,6.574,6.323,6.123,6.417,6.793
"YLR171W",5.535,5.837,5.844,5.487,5.669,5.979
"YLR172C",6.118,5.759,6.239,5.286,5.299,5.684
"YLR173W",3.877,4.397,5.215,5.821,5.705,6.092
"YLR174W",8.292,7.793,9.12,6.093,5.934,5.267
"YLR175W",6.171,7.448,5.787,5.664,5.84,5.979
"YLR176C",4.429,5.049,5.456,5.173,5.476,5.267
"YLR177W",6.045,6.677,6.915,7.642,7.693,7.357
"YLR178C",6.348,7.448,7.314,9.101,9.086,8.924
"YLR179C",7.369,7.344,7.896,6.9,6.907,7.026
"YLR180W",5.304,5.252,5.787,4.771,5.203,5.058
"YLR181C",5.453,5.326,4.56,5.622,5.669,5.789
"YLR182W",6.171,6.362,5.663,6.061,6.131,6.119
"YLR183C",4.737,4.004,4.253,0,2.274,2.287
"YLR185W",7.951,8.044,7.658,7.216,7.053,7.109
"YLR186W",5.304,4.759,5.3,5.051,5.152,5.314
"YLR187W",5.173,5.959,4.924,5.997,6.077,6.32
"YLR188W",5.802,5.786,6.681,5.997,5.993,6.146
"YLR189C",7.292,7.504,7.374,8.665,8.898,8.758
"YLR190W",5.969,5.732,6.005,5.622,5.774,5.217
"YLR191W",5.24,5.559,5.124,5.664,5.346,5.448
"YLR192C",6.317,6.705,6.513,5.997,6.131,6.092
"YLR193C",5.395,6.496,5.3,4.986,5.346,5.058
"YLR194C",5.662,5.863,7.069,4.519,5.152,4.676
"YLR195C",6.996,6.59,7.334,6.321,6.637,6.614
"YLR196W",6.118,6.194,5.663,5.533,5.705,5.491
"YLR197W",6.519,7.271,5.787,5.664,5.346,6.146
"YLR198C",4.991,6.113,4.071,4.213,2.274,4.154
"YLR199C",5.845,5.464,5.3,5.439,5.556,5.314
"YLR200W",5.24,5.59,3.327,3.288,3.316,4.046
"YLR201C",5.887,6.253,6.323,6.541,6.05,5.949
"YLR202C",2.4,3.705,2.959,3.823,3.316,3.504
"YLR203C",7.126,7.154,7.721,7.143,6.996,6.922
"YLR204W",6.436,7.214,6.888,6.267,6.709,6.536
"YLR205C",4.737,4.705,4.56,5.051,5.203,5.113
"YLR206W",6.822,7.243,7.019,7.663,7.611,7.845
"YLR207W",5.908,5.397,6.402,6.423,6.691,6.248
"YLR208W",6.61,6.863,6.681,6.67,6.637,6.742
"YLR209C",5.535,5.619,6.477,5.114,5.476,5.058
"YLR210W",3.6,3.589,4.414,3.823,3.914,3.131
"YLR211C",4.539,5.362,3.327,4.322,4.865,5.058
"YLR212C",4.991,4.589,5.787,4.094,3.49,3.329
"YLR213C",3.257,3.174,3.62,3.49,3.914,4.601
"YLR214W",4.991,4.759,5.598,6.471,6.541,6.432
"YLR215C",4.827,5.326,5.9,6.061,6.022,5.571
"YLR216C",7.804,8.476,7.69,5.578,6.157,5.648
"YLR217W",5.481,5.528,6.103,3.823,3.316,3.928
"YLR218C",5.424,6.134,5.3,4.424,5.152,5.166
"YLR219W",5.908,6.431,6.915,6.585,6.561,6.952
"YLR220W",6.833,6.559,7.314,7.621,7.63,7.275
"YLR221C",5.587,6.071,4.692,4.213,5.299,5.491
"YLR222C",5.139,4.397,5.38,4.692,4.865,4.154
"YLR222C-A",1.439,1.002,0,1.3,1.189,1.197
"YLR223C",7.025,8.271,6.323,7.911,8.033,7.885
"YLR224W",6.045,6.092,6.323,6.563,6.395,6.536
"YLR225C",6.708,6.691,6.743,6.628,6.982,6.67
"YLR226W",5.453,5.705,5.215,5.533,5.203,5.789
"YLR227C",5.734,5.982,5.456,5.39,5.903,5.979
"YLR228C",4.246,4.004,5.124,5.487,5.556,6.008
"YLR229C",6.672,5.982,7.207,7.23,7.211,6.906
"YLR230W",5.662,4.812,6.616,6.267,5.993,6.343
"YLR231C",3.959,3.911,5.124,6.731,6.637,6.576
"YLR232W",2.145,1.002,1.704,4.213,3.786,4.046
"YLR233C",4.539,4.004,5.787,5.487,5.299,5.314
"YLR234W",3.38,1.588,3.863,3.666,4.424,3.329
"YLR235C",0,0,1.704,1.3,2.274,0
"YLR236C",1.835,2.326,0,2.429,2.274,1.197
"YLR237W",5.561,5.705,6.103,7.885,7.533,7.498
"YLR238W",4.642,5.786,4.812,4.608,4.801,4.88
"YLR239C",4.429,4.174,4.071,4.424,4.865,4.676
"YLR240W",5.802,5.677,6.477,6.846,6.541,6.536
"YLR241W",6.967,6.512,7.706,7.589,7.408,7.122
"YLR242C",3.959,3.705,3.327,4.608,4.865,4.256
"YLR243W",4.591,4.862,3.863,4.692,4.14,4.522
"YLR244C",6.755,7.06,7.272,7.589,7.33,7.263
"YLR245C",3.494,2.811,4.56,3.823,3.786,3.66
"YLR246W",5.686,5.863,6.195,6.79,6.599,6.875
"YLR247C",7.498,7.887,7.69,8.54,8.699,8.714
"YLR248W",8.231,8.313,8.474,8.934,8.902,8.973
"YLR249W",10.774,9.878,11.571,11.432,11.294,11.102
"YLR250W",6.977,6.85,7.314,6.447,6.328,6.453
"YLR251W",4.485,4.397,5.215,5.339,5.808,5.058
"YLR252W",3.38,4.705,3.327,4.771,4.987,4.815
"YLR253W",6.238,6.271,6.239,6.882,6.438,6.556
"YLR254C",5.481,6.154,4.414,6.061,6.257,6.652
"YLR255C",2.145,1.002,1.704,3.288,2.887,2.626
"YLR256W",7.3,7.06,7.782,8.993,8.984,8.673
"YLR257W",7.804,8.054,8.34,9.793,10.086,10.005
"YLR258W",7.277,7.726,8.123,8.314,8.349,8.24
"YLR259C",8.877,9.147,9.689,8.366,8.089,8.041
"YLR260W",5.949,5.812,5.954,6.267,5.74,5.887
"YLR262C",4.37,4.004,3.863,3.288,3.646,4.815
"YLR262C-A",7.316,6.935,6.803,5.858,6.183,6.724
"YLR263W",3.257,4.004,4.071,4.986,4.662,4.815
"YLR264C-A",6.393,6.935,6.323,5.533,5.346,5.058
"YLR264W",6.506,5.863,6.195,4.692,4.987,4.046
"YLR265C",1.439,2.003,1.704,1.3,1.189,0
"YLR266C",4.912,5.005,6.005,5.39,5.595,5.571
"YLR267W",2.972,3.174,2.959,4.213,3.914,4.256
"YLR268W",5.845,5.619,6.195,5.821,6.022,6.32
"YLR269C",4.642,5.677,5.598,5.963,5.346,5.823
"YLR270W",6.886,7.253,7.044,7.988,8.068,7.861
"YLR271W",3.791,5.431,3.327,4.608,4.801,5.448
"YLR272C",5.561,5.496,5.787,4.692,4.508,4.815
"YLR273C",5.139,4.648,4.414,5.114,5.434,4.747
"YLR274W",5.613,5.732,6.103,6.093,5.705,5.979
"YLR275W",4.783,4.528,4.253,4.094,4.241,3.928
"YLR276C",6.153,6.233,4.924,5.286,5.517,5.36
"YLR277C",5.103,5.326,5.124,4.847,4.927,5.448
"YLR278C",6.875,6.993,6.994,8.211,8.102,8.288
"YLR279W",2.145,2.811,4.253,3.965,3.316,3.504
"YLR281C",1.439,0,2.959,2.429,1.189,1.197
"YLR282C",3.6,3.174,3.327,3.055,3.316,3.928
"YLR283W",5.535,5.362,6.055,5.533,5.669,5.887
"YLR284C",4.642,4.911,5.027,5.051,5.964,5.61
"YLR285C-A",3.959,4.464,3.327,4.322,3.914,4.522
"YLR285W",6.118,5.887,5.844,5.533,5.299,5.789
"YLR286C",9.179,8.924,9.392,8.535,8.224,8.056
"YLR286W-A",5.535,5.677,5.529,4.847,4.424,4.522
"YLR287C",5.335,4.812,5.726,4.322,4.14,5.001
"YLR287C-A",8.473,8.623,8.001,6.917,7.523,7.752
"YLR288C",4.69,4.648,5.027,4.986,5.556,5.113
"YLR289W",4.991,5.362,4.924,6.029,5.705,5.979
"YLR290C",5.929,5.959,5.663,6.423,6.305,6.41
"YLR291C",5.207,5.134,5.215,4.608,4.801,5.113
"YLR292C",6.572,6.464,6.803,5.894,5.808,5.887
"YLR293C",6.598,6.677,6.649,5.784,5.84,6.172
"YLR294C",7.456,8.605,6.915,6.239,6.58,6.556
"YLR295C",9.002,9.342,8.408,7.158,7.441,7.803
"YLR296W",1.439,2.003,3.62,0,1.189,0
"YLR297W",7.511,8.033,7.558,7.285,7.493,7.334
"YLR298C",5.561,6.733,5.3,5.784,6.459,6.065
"YLR299C-A",4.109,3.174,4.253,3.965,4.031,4.256
"YLR299W",7.558,6.838,8.278,8.005,8.187,8.17
"YLR300W",8.142,7.552,8.906,9.785,9.615,9.471
"YLR301W",7.463,7.559,7.609,6.846,6.305,6.937
"YLR302C",3.257,1.588,4.253,1.972,2.274,2.9
"YLR303W",9.564,9.45,10.457,7.963,7.754,7.213
"YLR304C",10.968,10.312,11.768,10.16,10.091,9.95
"YLR305C",7.126,6.812,8.051,8.1,8.109,7.853
"YLR306W",3.698,4.174,3.863,4.322,4.424,4.522
"YLR307C-A",2.145,3.174,2.959,0,1.189,1.197
"YLR307W",1.835,1.588,2.464,0,1.189,1.842
"YLR309C",7.308,8.634,6.239,7.143,7.198,7.761
"YLR310C",7.921,7.627,7.975,8.877,8.984,9.067
"YLR311C",3.121,4.326,4.071,5.578,5.044,4.815
"YLR312C",6.854,6.48,6.681,8.138,8.218,8.111
"YLR312W-A",6.064,6.691,6.005,5.339,5.39,5.531
"YLR313C",4.309,4.252,4.812,3.49,3.49,3.329
"YLR314C",6.464,6.863,5.787,5.929,5.556,5.61
"YLR315W",2.972,2.811,2.959,3.055,3.49,3.504
"YLR316C",4.952,5.134,5.215,5.051,5.556,5.267
"YLR317W",3.791,3.911,3.863,4.424,4.14,4.256
"YLR318W",3.38,3.812,3.62,3.288,4.662,4.815
"YLR319C",4.991,5.174,4.56,5.173,5.476,5.267
"YLR320W",5.71,5.619,6.055,7.298,7.307,7.162
"YLR321C",5.103,5.705,5.124,4.608,4.587,4.747
"YLR322W",3.121,3.004,1.704,2.775,2.274,2.287
"YLR323C",4.69,4.959,4.812,4.986,4.801,5.001
"YLR324W",4.642,6.092,4.414,4.986,5.434,5.531
"YLR325C",8.9,9.049,8.087,7.389,7.829,7.877
"YLR326W",5.395,5.362,6.005,5.173,5.556,5.001
"YLR327C",8.361,9.86,7.752,4.771,5.099,5.217
"YLR328W",4.69,4.862,5.124,4.322,4.424,3.928
"YLR329W",3.121,3.326,2.464,2.775,3.117,3.66
"YLR330W",7.006,7.262,7.044,7.187,7.121,7.04
"YLR331C",4.37,4.092,4.692,2.775,3.914,4.35
"YLR332W",5.929,5.496,6.402,5.533,5.705,5.058
"YLR333C",7.044,7.113,7.541,6.711,7.08,7.263
"YLR334C",0.892,2.589,2.959,1.972,0,1.842
"YLR335W",6.492,6.773,6.363,7.128,7.107,6.906
"YLR336C",6.559,6.825,6.583,6.77,6.655,6.536
"YLR337C",3.959,5.005,4.924,4.771,4.733,5.166
"YLR338W",1.835,0,3.327,1.3,2.613,1.842
"YLR339C",5.887,4.812,6.803,5.963,5.774,6.119
"YLR340W",7.399,7.818,8.278,7.533,7.451,7.588
"YLR341W",4.109,4.004,4.924,4.608,4.424,4.747
"YLR342W",9.977,9.197,11.112,10.834,10.698,10.714
"YLR342W-A",3.38,3.004,2.464,4.213,4.031,3.928
"YLR343W",3.6,4.004,4.414,5.173,5.203,5.267
"YLR344W",7.053,7.144,6.888,6.607,6.637,6.516
"YLR345W",6.708,6.947,7.019,7.451,7.482,7.39
"YLR346C",5.845,6.005,5.787,3.288,3.786,4.154
"YLR347C",7.641,7.092,8.92,8.092,8.187,7.869
"YLR347W-A",3.877,3.174,4.812,3.49,4.14,3.928
"YLR348C",6.136,6.544,6.681,6.061,5.934,5.887
"YLR349W",4.827,4.648,5.529,4.608,4.241,4.676
"YLR350W",7.707,8.199,8.483,7.439,7.419,7.04
"YLR351C",6.302,6.448,7.293,6.607,7.211,6.982
"YLR352W",5.823,5.648,6.402,6.882,6.501,6.706
"YLR353W",4.591,4.911,5.787,6.029,5.669,5.058
"YLR354C",7.406,7.414,8.099,8.138,7.931,7.597
"YLR355C",9.185,8.698,9.517,8.287,8.273,8.358
"YLR356W",5.481,5.863,6.323,6.628,6.541,6.248
"YLR357W",6.66,6.544,6.649,6.563,6.501,6.843
"YLR358C",4.737,5.619,5.027,4.692,4.987,4.815
"YLR359W",8.231,7.185,8.437,7.704,7.62,7.645
"YLR360W",5.453,5.732,5.215,5.963,5.993,6.172
"YLR361C",5.207,4.528,5.215,6.182,6.105,6.119
"YLR361C-A",4.485,4.812,4.414,3.288,4.733,4.747
"YLR362W",5.866,5.29,5.38,5.929,6.561,5.823
"YLR363C",4.642,4.092,4.414,4.771,4.733,4.439
"YLR363W-A",5.173,5.214,4.071,4.213,4.031,4.154
"YLR364C-A",0,1.002,0,0,1.831,1.842
"YLR364W",5.103,4.464,5.3,1.972,1.831,2.287
"YLR365W",1.439,3.004,2.464,1.3,1.831,2.626
"YLR366W",1.835,1.002,3.863,1.972,1.189,2.287
"YLR367W",7.015,7.574,7.811,6.827,6.876,7.04
"YLR368W",5.613,5.134,5.844,5.894,5.993,5.267
"YLR369W",5.173,5.049,5.38,5.578,5.903,6.146
"YLR370C",6.422,6.982,6.888,6.471,6.618,6.859
"YLR371W",7.034,6.574,7.019,7.849,8.026,8.083
"YLR372W",6.436,6.113,6.743,4.847,4.733,4.942
"YLR373C",6.007,6.214,6.477,6.347,6.952,6.724
"YLR374C",4.429,4.326,5.215,4.519,4.733,4.256
"YLR375W",7.277,7.691,8.299,8.13,8.082,7.836
"YLR376C",2.617,3.464,3.327,3.823,3.49,3.928
"YLR377C",9.264,9.002,10.095,4.847,5.099,5.113
"YLR378C",7.236,6.899,7.752,6.153,5.705,5.755
"YLR379W",5.139,5.092,6.055,5.051,4.865,4.88
"YLR380W",5.24,4.959,5.787,4.692,4.241,5.058
"YLR381W",4.539,2.811,4.56,4.847,4.241,4.676
"YLR382C",6.118,6.29,5.726,6.607,6.795,6.81
"YLR383W",6.464,6.76,5.954,6.321,6.281,5.823
"YLR384C",7.331,7.233,8.051,8.13,8.142,8.049
"YLR385C",1.439,0,3.62,3.055,2.274,1.197
"YLR386W",5.802,5.005,5.954,6.65,6.811,6.706
"YLR387C",7.006,7.214,7.393,6.809,6.937,7.068
"YLR388W",6.506,6.875,6.363,5.339,5.934,5.887
"YLR389C",7.616,7.027,8.267,8.021,7.991,7.892
"YLR390W",5.481,6.308,5.844,4.608,4.587,5.113
"YLR390W-A",8.005,7.812,8.771,8.751,8.593,8.627
"YLR392C",5.779,6.005,5.954,6.093,6.257,5.755
"YLR393W",4.485,3.705,4.812,3.666,3.646,3.504
"YLR394W",5.424,5.786,4.924,5.533,5.705,5.918
"YLR395C",9.51,9.758,9.265,8.16,8.365,8.687
"YLR396C",6.082,6.071,7.093,6.373,6.233,6.296
"YLR397C",4.952,4.705,6.005,5.784,5.434,5.448
"YLR398C",6.708,6.496,6.994,7.128,7.43,7.188
"YLR399C",7.025,7.818,6.968,7.389,7.408,7.645
"YLR399W-A",2.145,2.326,3.62,2.429,2.613,1.842
"YLR400W",2.617,3.174,3.327,1.972,1.831,2.626
"YLR401C",3.877,4.397,4.812,3.666,4.14,3.66
"YLR402W",2.805,1.002,2.959,4.213,4.336,3.131
"YLR403W",6.221,5.959,6.773,8.372,8.377,8.215
"YLR404W",3.791,3.812,3.62,3.49,4.336,3.8
"YLR405W",5.139,5.214,6.005,4.771,5.099,5.755
"YLR406C",6.393,6.619,6.323,5.705,6.373,6.432
"YLR407W",5.424,5.759,5.215,6.294,6.438,6.595
"YLR408C",4.036,4.326,3.327,3.288,3.316,4.046
"YLR409C",6.393,5.863,6.803,5.339,5.152,5.531
"YLR410W",6.333,6.496,7.575,7.773,7.954,7.946
"YLR411W",7.89,8.016,8.224,8.864,8.999,8.829
"YLR412W",5.207,5.837,5.456,5.664,5.633,5.949
"YLR413W",4.246,3.705,4.414,5.051,4.241,5.314
"YLR414C",5.929,5.959,6.195,5.821,5.705,5.217
"YLR415C",0,1.002,2.464,0,2.274,1.842
"YLR417W",5.24,5.362,5.726,5.963,5.84,6.172
"YLR418C",4.952,4.759,5.9,5.784,5.517,5.491
"YLR419W",6.546,6.362,5.726,6.751,6.811,6.67
"YLR420W",5.453,5.397,5.726,5.339,5.934,5.648
"YLR421C",7.504,7.371,7.334,6.864,7.223,7.04
"YLR422W",7.072,7.092,7.854,8.404,8.534,8.549
"YLR423C",5.173,5.134,2.959,5.286,5.346,5.823
"YLR424W",4.642,4.812,4.56,4.771,4.508,4.942
"YLR425W",5.823,5.959,5.954,6.864,6.778,6.742
"YLR426W",3.257,3.464,3.62,3.055,4.031,4.256
"YLR427W",5.908,5.911,6.195,6.628,6.373,6.495
"YLR428C",3.38,3.004,4.414,2.775,2.887,3.8
"YLR429W",6.623,6.496,7.469,6.294,6.208,6.432
"YLR430W",7.161,7.29,7.721,8.029,8.193,8.24
"YLR431C",4.37,4.092,3.327,4.608,4.733,4.676
"YLR432W",5.587,4.648,5.726,5.286,4.508,4.35
"YLR433C",5.424,5.29,5.529,5.622,5.934,5.949
"YLR434C",2.805,2.326,2.464,0,2.274,1.197
"YLR435W",5.662,5.214,5.124,3.965,3.914,4.154
"YLR436C",6.896,6.691,6.888,8.416,8.279,8.408
"YLR437C",4.737,4.326,4.692,4.692,5.299,4.522
"YLR437C-A",3.257,3.911,5.027,2.775,2.613,2.626
"YLR438C-A",5.103,6.544,2.959,4.847,4.733,4.88
"YLR438W",6.064,6.464,6.942,5.664,5.476,5.448
"YLR439W",4.642,4.911,5.124,4.692,3.914,4.88
"YLR440C",4.737,4.326,5.124,4.847,5.099,5.001
"YLR441C",9.474,9.18,9.565,8.607,8.738,8.74
"YLR442C",5.845,5.935,5.598,5.784,6.05,6.172
"YLR443W",5.173,4.464,5.787,5.114,4.865,5.001
"YLR444C",3.494,4.004,4.414,3.288,3.117,2.9
"YLR445W",2.145,0,1.704,4.213,3.914,4.35
"YLR446W",3.6,4.326,5.3,7.187,7.121,6.937
"YLR447C",8.236,7.856,8.58,9.226,9.326,9.336
"YLR448W",7.531,6.912,7.609,6.347,6.281,6.536
"YLR449W",5.273,6.308,4.56,4.847,4.733,4.815
"YLR450W",6.708,5.464,7.469,7.812,7.493,7.597
"YLR451W",5.866,6.634,5.9,6.153,6.521,6.32
"YLR452C",4.737,4.464,4.812,4.771,5.203,5.267
"YLR453C",4.37,3.589,3.327,4.918,4.987,4.942
"YLR454W",8.567,8.304,8.202,9.383,9.479,9.565
"YLR455W",5.823,6.912,5.38,5.286,5.556,5.684
"YLR456W",4.642,5.092,3.863,3.288,3.914,2.626
"YLR457C",4.952,4.862,4.812,4.771,4.927,5.001
"YLR458W",2.4,2.811,2.464,3.823,1.189,3.928
"YLR459W",5.304,4.648,5.663,5.439,6.157,5.887
"YML001W",7.161,6.464,7.45,6.952,6.922,7.334
"YML002W",5.03,5.049,5.9,6.398,6.761,7.026
"YML003W",4.036,3.589,4.071,4.322,4.801,4.522
"YML004C",7.759,7.786,8.202,8.108,8.218,8.124
"YML005W",5.535,5.935,5.9,5.745,5.476,5.405
"YML006C",4.827,4.464,5.456,5.821,5.84,6.248
"YML007C-A",3.791,3.705,4.692,3.965,3.646,4.046
"YML007W",7.776,7.559,7.767,7.839,8.102,8.076
"YML008C",5.686,5.837,6.15,5.929,5.934,6.119
"YML009C",6.766,7.612,6.994,5.858,5.705,5.823
"YML009C-A",3.257,4.528,3.327,4.322,3.914,4.747
"YML009W-B",0.892,2.003,0,1.972,2.274,2.287
"YML010W",5.779,6.027,7.116,6.827,7.134,6.859
"YML011C",4.69,4.759,5.027,4.424,5.099,4.439
"YML012C-A",3.6,3.705,3.327,3.823,4.241,3.66
"YML012W",8.116,8.065,8.309,6.691,6.922,6.875
"YML013W",5.335,5.431,6.103,6.123,5.84,6.198
"YML014W",4.309,4.759,5.027,4.608,4.733,4.046
"YML015C",4.591,5.049,4.414,4.519,4.424,4.154
"YML016C",6.72,6.414,6.548,7.325,7.493,7.466
"YML017W",5.845,5.935,6.713,7.066,7.211,7.287
"YML018C",6.221,6.194,6.773,5.858,6.328,5.684
"YML019W",4.591,3.911,5.38,4.918,4.508,4.747
"YML020W",5.779,5.935,5.529,6.239,6.86,6.366
"YML021C",5.139,5.496,5.9,5.173,5.872,5.267
"YML022W",6.559,5.935,7.752,5.705,5.299,5.72
"YML023C",4.912,4.959,5.215,5.929,5.434,5.448
"YML024W",8.181,7.806,8.483,7.034,7.094,7.04
"YML025C",6.708,6.912,6.548,6.79,6.691,6.67
"YML026C",7.3,6.899,6.942,6.321,5.934,6.119
"YML027W",4.036,4.174,5.663,3.49,4.14,2.626
