"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YFR029W",53,45,25,46,68,64
"YFR030W",215,187,142,131,116,108
"YFR031C",100,126,19,67,93,85
"YFR031C-A",140,160,74,84,80,91
"YFR032C",1,1,1,1,0,1
"YFR032C-A",380,362,126,62,89,108
"YFR032C-B",20,22,12,9,4,13
"YFR033C",1409,3039,353,704,982,1055
"YFR034C",30,22,13,20,21,30
"YFR034W-A",12,9,4,10,5,5
"YFR035C",20,10,9,7,16,14
"YFR036W",31,30,7,11,28,18
"YFR036W-A",59,77,24,26,35,38
"YFR037C",99,139,52,49,62,54
"YFR038W",59,72,26,53,63,67
"YFR039C",76,53,40,32,44,30
"YFR040W",280,309,100,289,352,338
"YFR041C",96,126,15,17,27,25
"YFR042W",42,36,35,8,8,12
"YFR043C",17,29,4,13,13,11
"YFR044C",280,178,212,236,224,237
"YFR045W",54,38,29,45,48,42
"YFR046C",28,26,4,18,23,22
"YFR047C",75,54,49,67,87,85
"YFR048W",40,34,25,50,51,43
"YFR049W",266,314,116,82,93,103
"YFR050C",184,161,82,123,151,132
"YFR051C",44,89,29,51,44,54
"YFR052C-A",16,43,8,43,31,40
"YFR052W",209,163,70,61,90,96
"YFR053C",701,813,423,985,1180,1140
"YFR054C",0,1,2,0,1,2
"YFR055W",55,21,39,98,105,96
"YFR056C",7,4,2,17,13,13
"YFR057W",0,1,0,0,1,1
"YGL001C",107,63,84,233,210,212
"YGL002W",22,28,21,53,50,31
"YGL003C",43,34,30,51,42,34
"YGL004C",37,22,21,31,31,34
"YGL005C",70,56,13,35,28,47
"YGL006W",227,275,99,239,290,268
"YGL006W-A",5,7,1,2,6,1
"YGL007C-A",2,2,2,5,4,1
"YGL007W",2,5,7,17,13,18
"YGL008C",3445,1908,1835,5177,5670,4520
"YGL009C",295,146,204,438,489,472
"YGL010W",31,35,23,31,23,32
"YGL011C",370,320,151,132,198,219
"YGL012W",121,49,73,236,201,200
"YGL013C",88,90,42,102,131,134
"YGL014C-A",3,1,1,1,1,3
"YGL014W",47,70,28,50,51,42
"YGL015C",3,2,7,3,4,1
"YGL016W",93,37,57,65,79,66
"YGL017W",19,20,8,25,27,24
"YGL018C",23,37,11,5,11,20
"YGL019W",119,76,75,87,66,76
"YGL020C",45,48,26,32,39,28
"YGL021W",25,15,10,17,16,12
"YGL022W",117,125,80,60,91,73
"YGL023C",47,47,23,47,50,47
"YGL024W",8,2,4,3,5,5
"YGL025C",23,20,12,22,15,18
"YGL026C",217,149,134,106,115,94
"YGL027C",123,61,68,71,63,65
"YGL028C",83,49,30,27,24,29
"YGL029W",36,98,6,11,15,23
"YGL030W",512,349,260,246,277,200
"YGL031C",361,247,105,82,114,117
"YGL032C",2,4,6,1,2,0
"YGL033W",9,9,3,1,2,0
"YGL034C",1,1,0,1,2,2
"YGL035C",51,70,27,56,77,74
"YGL036W",80,80,27,82,92,104
"YGL037C",330,475,160,303,366,360
"YGL038C",144,83,70,66,110,102
"YGL039W",30,18,8,18,21,21
"YGL040C",168,144,92,99,97,66
"YGL041C",29,39,10,7,9,13
"YGL041C-B",7,4,4,1,2,5
"YGL041W-A",77,76,25,17,33,32
"YGL042C",28,45,9,14,17,15
"YGL043W",65,43,23,21,41,39
"YGL044C",54,55,19,50,51,49
"YGL045W",102,123,53,60,71,73
"YGL047W",24,20,14,7,15,5
"YGL048C",275,227,116,113,144,159
"YGL049C",101,98,27,67,81,68
"YGL050W",49,46,14,24,44,33
"YGL051W",0,0,0,0,0,0
"YGL052W",0,0,0,0,0,0
"YGL053W",1,1,0,0,0,0
"YGL054C",211,211,102,159,144,178
"YGL055W",1101,847,615,3332,3595,3635
"YGL056C",68,69,39,35,48,32
"YGL057C",31,24,13,23,35,25
"YGL058W",118,102,41,36,27,46
"YGL059W",83,90,37,56,77,92
"YGL060W",36,18,27,15,22,26
"YGL061C",43,29,8,9,18,15
"YGL062W",619,662,393,181,209,219
"YGL063C-A",0,1,0,0,1,0
"YGL063W",5,2,6,5,0,1
"YGL064C",33,29,8,10,30,18
"YGL065C",66,40,24,27,40,51
"YGL066W",45,98,19,62,76,72
"YGL067W",63,43,44,40,58,39
"YGL068W",224,158,111,68,87,73
"YGL069C",150,106,98,31,52,45
"YGL070C",49,49,16,13,25,15
"YGL071W",56,77,18,90,118,117
"YGL072C",38,45,8,11,27,27
"YGL073W",193,240,48,138,182,188
"YGL074C",15,29,11,18,18,25
"YGL075C",43,30,18,19,25,28
"YGL076C",111,81,55,37,46,44
"YGL077C",266,186,194,244,282,236
"YGL078C",144,184,53,49,55,52
"YGL079W",16,23,5,11,15,23
"YGL080W",83,96,23,29,27,42
"YGL081W",9,15,2,5,5,5
"YGL082W",68,72,30,48,47,52
"YGL083W",46,31,27,49,63,58
"YGL084C",80,73,66,67,75,78
"YGL085W",18,24,7,11,25,20
"YGL086W",63,172,8,25,34,43
"YGL087C",49,78,30,44,49,55
"YGL088W",0,0,0,0,0,0
"YGL089C",3,7,0,3,3,5
"YGL090W",25,26,9,24,20,22
"YGL091C",54,48,38,25,32,32
"YGL092W",73,64,39,59,74,53
"YGL093W",68,46,30,43,49,59
"YGL094C",141,104,46,116,107,139
"YGL095C",78,91,34,51,68,71
"YGL096W",91,142,44,168,181,155
"YGL097W",70,63,42,55,46,53
"YGL098W",29,21,10,29,20,26
"YGL099W",52,58,24,23,24,35
"YGL100W",70,40,28,43,55,41
"YGL101W",49,48,30,43,37,44
"YGL102C",977,579,529,274,356,325
"YGL103W",1030,681,587,347,413,373
"YGL104C",26,13,14,26,26,33
"YGL105W",187,126,91,109,122,102
"YGL106W",80,109,26,49,45,47
"YGL107C",132,76,60,65,78,89
"YGL108C",43,71,12,14,25,15
"YGL109W",29,50,9,13,16,21
"YGL110C",55,84,15,34,37,42
"YGL111W",36,41,18,23,31,19
"YGL112C",57,36,33,40,51,49
"YGL113W",36,34,13,30,35,29
"YGL114W",231,151,203,86,110,98
"YGL115W",101,80,65,59,66,69
"YGL116W",67,82,31,24,21,20
"YGL117W",360,471,107,17,13,10
"YGL118C",3,3,5,0,0,1
"YGL119W",83,50,57,46,55,41
"YGL120C",76,61,18,24,39,46
"YGL121C",273,235,151,110,136,125
"YGL122C",100,74,57,86,94,87
"YGL123C-A",257,108,122,92,100,116
"YGL123W",669,408,363,246,256,234
"YGL124C",30,22,15,33,39,44
"YGL125W",49,57,38,68,90,78
"YGL126W",43,52,37,15,18,13
"YGL127C",32,46,18,21,27,16
"YGL128C",21,21,4,9,23,15
"YGL129C",118,104,48,46,54,56
"YGL130W",65,56,39,49,65,65
"YGL131C",91,71,49,134,163,151
"YGL132W",11,5,5,11,17,14
"YGL133W",146,172,62,156,200,187
"YGL134W",46,44,32,69,73,68
"YGL135W",121,61,65,77,78,52
"YGL136C",43,50,15,49,65,52
"YGL137W",198,157,135,120,119,130
"YGL138C",1,0,1,0,4,0
"YGL139W",84,59,47,76,100,99
"YGL140C",220,153,146,311,362,321
"YGL141W",77,70,53,83,112,117
"YGL142C",60,45,37,64,67,64
"YGL143C",66,59,25,49,65,70
"YGL144C",55,32,30,45,67,64
"YGL145W",40,29,8,36,37,34
"YGL146C",15,6,10,7,8,6
"YGL147C",50,30,24,11,13,9
"YGL148W",171,171,113,64,69,57
"YGL149W",14,34,6,16,32,17
"YGL150C",173,219,63,202,226,240
"YGL151W",110,88,23,64,67,79
"YGL152C",33,33,12,23,42,36
"YGL153W",49,50,23,53,47,56
"YGL154C",17,23,15,24,26,28
"YGL155W",21,15,6,24,21,19
"YGL156W",378,434,256,573,716,644
"YGL157W",219,144,74,63,91,85
"YGL158W",5,5,3,6,7,8
"YGL159W",22,18,15,31,28,29
"YGL160W",66,50,38,76,66,58
"YGL161C",88,64,51,57,54,72
"YGL162W",2,4,0,2,0,2
"YGL163C",94,129,59,113,97,124
"YGL164C",41,61,13,20,36,38
"YGL165C",39,39,15,31,42,32
"YGL166W",38,49,22,33,35,32
"YGL167C",257,207,203,166,165,160
"YGL168W",52,80,22,32,32,30
"YGL169W",36,35,17,24,37,29
"YGL170C",5,8,2,8,3,6
"YGL171W",45,47,16,20,25,40
"YGL172W",45,48,20,37,54,48
"YGL173C",340,340,183,308,349,342
"YGL174W",45,41,2,14,13,23
"YGL175C",9,9,9,10,9,4
"YGL176C",30,31,23,23,43,32
"YGL177W",16,5,7,13,26,16
"YGL178W",164,129,55,205,196,211
"YGL179C",44,67,28,55,54,50
"YGL180W",83,96,44,186,188,165
"YGL181W",38,40,23,41,38,41
"YGL182C",11,6,1,3,1,3
"YGL183C",13,33,5,9,7,9
"YGL184C",72,100,45,45,36,39
"YGL185C",24,28,17,36,40,41
"YGL186C",220,207,145,157,181,149
"YGL187C",1198,1046,612,414,516,477
"YGL188C",149,243,61,81,69,61
"YGL188C-A",2,11,1,10,7,5
"YGL189C",444,422,154,165,189,221
"YGL190C",122,80,35,93,100,107
"YGL191W",1272,1752,423,575,719,812
"YGL192W",40,31,32,20,39,30
"YGL193C",0,0,0,0,0,0
"YGL194C",30,30,16,27,38,24
"YGL194C-A",25,13,8,6,7,8
"YGL195W",271,153,229,254,252,272
"YGL196W",164,155,110,198,238,207
"YGL197W",77,85,45,110,122,130
"YGL198W",60,37,48,39,35,36
"YGL199C",37,25,21,25,16,6
"YGL200C",280,199,166,72,89,87
"YGL201C",59,62,26,43,62,56
"YGL202W",170,114,115,79,81,69
"YGL203C",84,143,23,85,105,106
"YGL204C",3,5,1,1,7,1
"YGL205W",26,24,19,88,78,102
"YGL206C",613,267,390,496,583,652
"YGL207W",208,169,98,93,115,145
"YGL208W",35,37,24,26,34,26
"YGL209W",37,49,8,68,65,47
"YGL210W",74,93,32,38,67,53
"YGL211W",52,49,43,63,67,62
"YGL212W",36,19,11,23,24,27
"YGL213C",82,44,34,44,41,39
"YGL214W",26,31,19,25,26,18
"YGL215W",37,63,25,125,124,121
"YGL216W",46,27,23,49,64,44
"YGL217C",6,4,6,4,8,6
"YGL218W",77,57,37,19,35,37
"YGL219C",237,269,93,106,148,192
"YGL220W",65,40,49,38,38,29
"YGL221C",96,46,30,29,48,41
"YGL222C",60,72,21,54,60,55
"YGL223C",50,31,25,37,38,33
"YGL224C",75,62,25,37,58,68
"YGL225W",215,117,154,119,115,105
"YGL226C-A",101,98,50,38,53,64
"YGL226W",67,60,27,25,38,33
"YGL227W",123,91,35,119,139,145
"YGL228W",163,162,82,152,172,192
"YGL229C",21,29,6,41,52,40
"YGL230C",4,7,1,1,0,1
"YGL231C",70,62,27,25,41,46
"YGL232W",21,25,5,9,14,17
"YGL233W",70,78,39,47,55,61
"YGL234W",113,64,82,33,42,45
"YGL235W",8,2,4,3,0,5
"YGL236C",25,40,23,26,21,26
"YGL237C",12,10,3,7,3,7
"YGL238W",168,92,71,98,114,115
"YGL239C",10,5,8,9,10,3
"YGL240W",5,5,8,12,11,13
"YGL241W",57,29,27,31,49,41
"YGL242C",30,24,3,22,18,18
"YGL243W",21,18,10,16,17,16
"YGL244W",109,128,26,43,54,58
"YGL245W",209,163,125,202,219,233
"YGL246C",83,49,31,27,37,32
"YGL247W",25,36,12,16,22,21
"YGL248W",85,87,35,68,92,71
"YGL249W",15,15,8,13,14,22
"YGL250W",27,23,28,15,24,28
"YGL251C",27,17,15,51,60,51
"YGL252C",182,146,97,121,166,163
"YGL253W",184,134,127,242,309,261
"YGL254W",40,18,16,25,33,38
"YGL255W",26,27,17,41,33,35
"YGL256W",27,27,14,39,27,31
"YGL257C",42,33,29,46,59,48
"YGL258W",0,0,0,0,0,0
"YGL258W-A",12,6,4,10,5,5
"YGL259W",11,2,4,8,7,13
"YGL260W",0,0,0,0,0,0
"YGL261C",0,0,0,0,0,0
"YGL262W",7,10,8,9,14,4
"YGL263W",5,1,6,13,27,27
"YGR001C",38,52,17,36,51,37
"YGR002C",47,40,17,32,55,52
"YGR003W",71,30,43,79,73,72
"YGR004W",24,17,13,18,17,18
"YGR005C",89,109,27,53,68,73
"YGR006W",22,13,6,6,8,10
"YGR007W",55,48,27,68,54,50
"YGR008C",304,541,97,69,83,124
"YGR009C",133,227,34,105,128,160
"YGR010W",26,14,9,18,23,30
"YGR011W",5,2,5,6,5,7
"YGR012W",29,25,14,20,22,18
"YGR013W",62,107,37,58,61,69
"YGR014W",81,83,55,58,74,61
"YGR015C",20,17,10,9,6,4
"YGR016W",7,10,6,7,6,12
"YGR017W",91,100,29,38,65,49
"YGR018C",34,35,8,10,24,21
"YGR019W",32,37,17,95,118,108
"YGR020C",121,120,67,79,75,73
"YGR021W",70,73,27,22,55,33
"YGR022C",11,7,8,15,13,15
"YGR023W",21,27,22,58,76,72
"YGR024C",63,54,30,50,70,73
"YGR025W",27,33,7,28,37,40
"YGR026W",188,166,70,176,199,226
"YGR027C",546,426,358,203,284,270
"YGR027W-A",0,0,0,0,0,0
"YGR027W-B",0,0,0,0,0,0
"YGR028W",182,173,87,77,93,77
"YGR029W",70,70,24,31,37,36
"YGR030C",20,37,6,21,32,38
"YGR031C-A",10,5,5,2,5,3
"YGR031W",24,15,11,12,19,16
"YGR032W",1577,1218,1410,2177,2288,1921
"YGR033C",59,56,24,31,49,36
"YGR034W",236,154,96,86,114,102
"YGR035C",11,25,2,62,75,81
"YGR035W-A",7,17,5,18,26,27
"YGR036C",16,12,9,23,15,23
"YGR037C",206,168,100,105,136,110
"YGR038C-A",0,0,0,0,0,0
"YGR038C-B",0,0,0,0,0,0
"YGR038W",20,20,12,28,33,35
"YGR039W",5,6,4,2,2,2
"YGR040W",25,12,18,11,12,13
"YGR041W",53,38,28,30,35,33
"YGR042W",57,78,18,30,29,37
"YGR043C",74,89,29,130,146,163
"YGR044C",22,25,24,34,41,41
"YGR045C",4,4,2,6,5,3
"YGR046W",49,46,24,30,58,40
"YGR047C",105,80,30,69,97,102
"YGR048W",72,83,37,40,45,46
"YGR049W",29,20,8,61,75,83
"YGR050C",13,5,5,12,20,11
"YGR051C",2,4,2,9,5,6
"YGR052W",14,10,1,48,87,73
"YGR053C",27,33,10,15,19,34
"YGR054W",54,36,22,29,32,35
"YGR055W",21,23,10,2,6,2
"YGR056W",26,39,25,29,54,43
"YGR057C",43,38,7,20,22,14
"YGR058W",60,55,41,40,57,44
"YGR059W",4,9,1,1,3,2
"YGR060W",430,345,196,604,639,669
"YGR061C",340,182,238,165,197,175
"YGR062C",43,34,24,16,22,21
"YGR063C",59,33,45,27,22,29
"YGR064W",30,22,18,18,13,13
"YGR065C",75,39,42,34,39,26
"YGR066C",15,19,4,22,26,17
"YGR067C",107,91,69,12,11,12
"YGR068C",13,11,12,9,18,16
"YGR068W-A",2,0,0,1,1,0
"YGR069W",3,2,4,0,0,1
"YGR070W",124,141,54,103,127,104
"YGR071C",56,33,21,36,46,55
"YGR072W",72,162,15,74,100,110
"YGR073C",19,11,17,7,16,11
"YGR074W",47,28,18,24,25,23
"YGR075C",24,22,25,18,21,21
"YGR076C",40,59,13,16,16,29
"YGR077C",45,38,20,30,40,38
"YGR078C",14,14,3,8,7,10
"YGR079W",72,46,40,151,138,123
"YGR080W",82,72,35,60,57,83
"YGR081C",30,25,13,9,5,10
"YGR082W",90,121,86,66,64,58
"YGR083C",98,178,35,48,70,66
"YGR084C",64,79,27,21,41,40
"YGR085C",158,123,61,36,46,53
"YGR086C",347,470,180,265,352,344
"YGR087C",40,30,20,818,949,955
"YGR088W",42,70,28,1210,1365,1346
"YGR089W",186,187,44,88,109,145
"YGR090W",133,69,68,64,78,83
"YGR091W",10,15,5,16,19,13
"YGR092W",25,22,22,15,15,18
"YGR093W",73,70,25,48,42,67
"YGR094W",328,273,225,220,258,231
"YGR095C",60,62,20,16,36,36
"YGR096W",9,7,5,11,11,7
"YGR097W",74,55,66,107,106,128
"YGR098C",100,52,38,77,77,75
"YGR099W",52,39,42,43,53,39
"YGR100W",102,87,68,91,105,97
"YGR101W",65,47,45,41,22,32
"YGR102C",38,68,7,47,55,58
"YGR103W",121,176,36,60,56,73
"YGR104C",34,25,12,9,12,14
"YGR105W",53,64,11,24,23,32
"YGR106C",278,195,188,182,200,218
"YGR107W",0,1,2,1,0,0
"YGR108W",25,9,7,2,4,5
"YGR109C",8,3,1,1,2,0
"YGR109W-A",0,0,0,0,0,0
"YGR109W-B",0,0,0,0,0,0
"YGR110W",78,51,35,47,35,45
"YGR111W",54,51,24,43,53,46
"YGR112W",67,43,34,45,51,35
"YGR113W",17,23,7,37,37,41
"YGR114C",0,0,0,0,0,0
"YGR115C",39,87,13,33,25,40
"YGR116W",312,334,103,201,215,226
"YGR117C",54,44,27,33,49,41
"YGR118W",257,135,129,109,117,120
"YGR119C",52,54,14,22,15,24
"YGR120C",31,16,12,13,27,23
"YGR121C",19,19,17,50,47,35
"YGR121W-A",0,6,2,1,1,1
"YGR122C-A",0,0,1,0,0,0
"YGR122W",19,11,6,25,30,26
"YGR123C",29,15,13,17,25,19
"YGR124W",191,153,112,50,44,53
"YGR125W",577,478,277,1093,1296,1218
"YGR126W",11,9,1,10,10,13
"YGR127W",30,28,11,35,49,50
"YGR128C",77,43,15,15,13,22
"YGR129W",23,25,4,12,10,27
"YGR130C",254,440,58,190,227,254
"YGR131W",6,3,4,12,10,11
"YGR132C",408,308,183,154,200,204
"YGR133W",24,18,15,23,22,24
"YGR134W",66,38,47,66,67,74
"YGR135W",232,230,100,97,118,127
"YGR136W",62,38,31,27,35,36
"YGR137W",11,23,6,5,8,9
"YGR138C",54,76,35,78,109,89
"YGR139W",7,7,3,4,4,13
"YGR140W",50,39,20,31,23,30
"YGR141W",48,38,26,53,68,55
"YGR142W",870,2243,284,43,66,68
"YGR143W",172,123,105,270,285,274
"YGR144W",11,9,11,51,57,58
"YGR145W",82,79,25,64,56,55
"YGR146C",17,10,11,11,20,21
"YGR146C-A",0,1,3,5,5,2
"YGR147C",95,62,58,70,69,83
"YGR148C",232,237,92,71,67,92
"YGR149W",50,40,36,59,70,79
"YGR150C",135,116,32,53,76,79
"YGR151C",0,0,0,0,0,0
"YGR152C",14,7,6,4,7,9
"YGR153W",19,19,19,27,31,28
"YGR154C",47,33,24,60,71,46
"YGR155W",266,212,130,145,165,169
"YGR156W",26,26,10,28,22,28
"YGR157W",418,197,261,328,376,340
"YGR158C",43,19,16,13,12,24
"YGR159C",106,40,48,47,59,51
"YGR160W",32,10,13,24,32,24
"YGR161C",134,163,73,197,192,206
"YGR161C-C",0,0,0,0,0,0
"YGR161C-D",0,0,0,0,0,0
"YGR161W-A",0,0,0,0,0,0
"YGR161W-B",0,0,0,0,0,0
"YGR161W-C",64,64,38,20,15,19
"YGR162W",201,130,83,123,149,127
"YGR163W",70,90,34,48,64,45
"YGR164W",7,2,3,2,1,1
"YGR165W",107,74,53,59,61,53
"YGR166W",36,19,13,25,24,15
"YGR167W",193,190,60,104,112,127
"YGR168C",24,29,7,26,19,30
"YGR169C",6,8,2,6,15,8
"YGR169C-A",64,159,12,30,48,53
"YGR170W",80,57,30,48,74,79
"YGR171C",30,22,14,29,25,18
"YGR172C",12,13,11,9,14,12
"YGR173W",38,16,17,12,17,15
"YGR174C",97,103,57,92,112,108
"YGR174W-A",8,15,2,7,11,16
"YGR175C",317,160,234,776,830,770
"YGR176W",1,2,1,2,0,2
"YGR177C",7,4,4,9,11,6
"YGR178C",192,90,102,137,166,143
"YGR179C",33,22,7,13,16,13
"YGR180C",480,362,329,231,254,258
"YGR181W",65,57,29,16,15,22
"YGR182C",259,361,67,127,169,156
"YGR183C",942,849,315,312,412,406
"YGR184C",426,262,259,398,437,444
"YGR185C",80,70,39,28,29,32
"YGR186W",185,276,83,254,379,362
"YGR187C",44,40,17,18,18,18
"YGR188C",43,32,16,19,38,37
"YGR189C",157,114,122,32,27,31
"YGR190C",10,15,7,31,40,30
"YGR191W",71,64,31,89,133,130
"YGR192C",957,890,633,1162,1208,1068
"YGR193C",59,57,26,42,39,37
"YGR194C",80,63,49,46,65,57
"YGR195W",56,48,17,8,23,20
"YGR196C",84,102,33,72,104,101
"YGR197C",29,34,14,23,24,24
"YGR198W",83,73,37,36,64,51
"YGR199W",112,83,78,106,76,86
"YGR200C",71,55,28,40,43,49
"YGR201C",19,27,13,274,288,261
"YGR202C",84,130,44,75,122,93
"YGR203W",15,7,11,4,10,9
"YGR204C-A",0,2,0,1,2,3
"YGR204W",157,154,102,121,102,120
"YGR205W",53,51,18,42,54,53
"YGR206W",28,30,10,17,14,18
"YGR207C",138,95,49,41,49,69
"YGR208W",38,24,23,11,14,7
"YGR209C",619,583,283,358,438,496
"YGR210C",86,78,37,42,53,56
"YGR211W",185,185,130,41,61,59
"YGR212W",26,15,15,11,17,11
"YGR213C",19,23,6,10,22,16
"YGR214W",405,277,199,164,181,206
"YGR215W",53,91,17,34,44,48
"YGR216C",48,34,31,32,42,29
"YGR217W",101,58,62,109,120,123
"YGR218W",413,269,194,390,392,394
"YGR219W",53,75,17,21,26,22
"YGR220C",114,144,34,42,48,62
"YGR221C",20,22,14,10,26,20
"YGR222W",69,69,38,30,37,31
"YGR223C",50,73,34,39,46,49
"YGR224W",4,7,6,14,23,16
"YGR225W",12,8,2,35,32,28
"YGR226C",1,2,0,2,10,7
"YGR227W",62,22,24,38,41,39
"YGR228W",37,101,10,16,27,22
"YGR229C",131,176,36,50,82,99
"YGR230W",5,7,2,5,6,6
"YGR231C",205,238,71,111,137,151
"YGR232W",90,75,43,57,56,59
"YGR233C",131,118,61,134,154,151
"YGR234W",2676,2005,1561,693,821,837
"YGR235C",212,266,102,111,117,120
"YGR236C",84,179,28,89,114,130
"YGR237C",76,78,32,67,97,103
"YGR238C",36,49,10,49,74,53
"YGR239C",119,87,44,28,48,39
"YGR240C",542,333,339,859,1038,885
"YGR240C-A",7,9,3,2,3,3
"YGR241C",132,103,63,49,52,52
"YGR242W",17,3,12,6,1,5
"YGR243W",218,327,128,80,85,57
"YGR244C",702,511,372,227,274,261
"YGR245C",122,85,52,88,95,101
"YGR246C",81,107,29,49,103,84
"YGR247W",45,37,19,23,20,17
"YGR248W",30,28,15,120,157,135
"YGR249W",44,39,13,45,63,57
"YGR250C",339,263,135,137,183,166
"YGR251W",42,46,14,14,24,25
"YGR252W",48,49,25,39,62,56
"YGR253C",158,221,53,59,94,86
"YGR254W",1004,1078,719,1673,1614,1368
"YGR255C",239,229,132,195,218,209
"YGR256W",104,68,69,329,405,332
"YGR257C",71,58,33,87,88,90
"YGR258C",67,91,24,62,76,92
"YGR259C",8,12,9,35,43,47
"YGR260W",75,54,49,145,167,155
"YGR261C",92,79,56,49,62,58
"YGR262C",35,27,17,21,29,34
"YGR263C",39,21,16,24,27,32
"YGR264C",270,132,167,102,112,113
"YGR265W",16,15,21,15,16,11
"YGR266W",39,42,23,32,54,48
"YGR267C",138,140,54,81,78,89
"YGR268C",28,15,23,9,18,16
"YGR269W",5,1,3,11,3,5
"YGR270C-A",10,11,2,21,19,23
"YGR270W",173,262,60,267,347,336
"YGR271C-A",54,90,11,15,29,27
"YGR271W",110,78,51,105,121,110
"YGR273C",2,1,1,0,0,0
"YGR274C",119,111,33,78,93,112
"YGR275W",47,65,12,27,35,38
"YGR276C",72,88,38,60,57,51
"YGR277C",46,38,23,40,33,27
"YGR278W",30,33,7,24,28,21
"YGR279C",1198,1166,661,1115,1122,993
"YGR280C",75,332,15,33,54,58
"YGR281W",486,358,319,546,611,615
"YGR282C",1028,623,859,1037,1089,999
"YGR283C",32,29,18,13,15,8
"YGR284C",148,101,112,77,94,119
"YGR285C",156,198,91,84,112,110
"YGR286C",61,50,37,21,27,22
"YGR287C",6,12,7,11,23,20
"YGR288W",0,0,0,0,0,0
"YGR289C",0,0,0,0,0,0
"YGR290W",0,0,0,0,0,0
"YGR291C",0,0,0,0,0,0
"YGR292W",0,0,0,0,0,0
"YGR293C",0,0,0,0,0,0
"YGR294W",0,0,0,0,0,0
"YGR295C",0,0,0,0,0,0
"YGR296C-A",0,0,0,0,0,0
"YGR296C-B",0,0,0,0,0,0
"YGR296W",0,0,0,0,0,0
"YHL001W",189,142,96,54,83,95
"YHL002C-A",20,19,16,8,16,18
"YHL002W",88,109,47,51,102,84
"YHL003C",110,77,78,41,48,40
"YHL004W",78,77,48,31,47,51
"YHL005C",3,1,2,1,1,2
"YHL006C",9,10,7,2,6,5
"YHL006W-A",10,9,5,13,2,12
"YHL007C",95,91,53,107,131,138
"YHL008C",10,22,6,9,17,14
"YHL009C",25,29,4,8,18,21
"YHL009W-A",0,0,0,0,0,0
"YHL009W-B",0,0,0,0,0,0
"YHL010C",37,35,16,39,42,49
"YHL011C",70,30,33,60,67,46
"YHL012W",15,11,5,10,26,13
"YHL013C",24,39,5,10,11,7
"YHL014C",26,30,6,19,22,25
"YHL015W",500,470,158,143,163,216
"YHL015W-A",1,1,0,0,0,0
"YHL016C",183,156,112,180,185,190
"YHL017W",52,43,29,43,39,52
"YHL018W",4,1,5,1,4,4
"YHL019C",62,63,17,54,59,55
"YHL019W-A",16,27,11,18,25,19
"YHL020C",112,99,54,62,91,74
"YHL021C",73,72,60,74,83,82
"YHL022C",4,4,0,2,0,0
"YHL023C",116,101,70,131,124,134
"YHL024W",84,92,63,28,30,32
"YHL025W",47,42,29,67,75,78
"YHL026C",19,10,7,14,16,19
"YHL027W",155,134,72,197,240,199
"YHL028W",29,62,18,205,223,262
"YHL029C",127,61,48,94,116,103
"YHL030W",199,125,132,155,168,168
"YHL030W-A",41,55,37,18,34,40
"YHL031C",82,66,42,47,56,49
"YHL032C",219,344,96,41,55,42
"YHL033C",94,60,48,37,38,27
"YHL034C",333,373,123,212,270,254
"YHL034W-A",164,185,71,115,142,102
"YHL035C",46,31,14,52,48,44
"YHL036W",91,59,78,33,35,18
"YHL037C",1,2,0,0,0,0
"YHL038C",81,64,29,33,38,48
"YHL039W",79,65,40,46,46,60
"YHL040C",137,67,83,46,52,61
"YHL041W",0,0,1,0,1,2
"YHL042W",23,31,12,11,13,9
"YHL043W",23,12,14,5,14,16
"YHL044W",23,15,7,15,38,28
"YHL045W",0,0,0,0,2,0
"YHL046C",0,0,0,0,0,0
"YHL046W-A",2,4,0,3,3,3
"YHL047C",21,10,7,7,11,9
"YHL048C-A",0,0,0,0,0,0
"YHL048W",23,13,8,13,15,12
"YHL049C",0,0,0,0,0,0
"YHL050C",0,0,0,0,0,0
"YHL050W-A",0,0,0,0,0,0
"YHR001W",102,68,57,86,109,111
"YHR001W-A",1100,1118,466,459,582,556
"YHR002W",45,33,23,39,33,33
"YHR003C",67,47,20,36,42,40
"YHR004C",49,68,26,70,73,78
"YHR005C",20,12,5,3,16,8
"YHR005C-A",280,241,78,53,73,77
"YHR006W",125,121,48,86,100,91
"YHR007C",710,398,433,873,914,908
"YHR007C-A",33,71,11,33,32,25
"YHR008C",1105,1054,556,423,422,418
"YHR009C",269,206,162,196,241,206
"YHR010W",462,348,166,101,110,137
"YHR011W",31,23,8,18,20,20
"YHR012W",88,47,49,41,38,39
"YHR013C",54,32,25,13,17,7
"YHR014W",2,1,2,0,0,2
"YHR015W",8,11,3,1,2,7
"YHR016C",38,62,45,75,69,68
"YHR017W",71,80,41,42,58,41
"YHR018C",645,433,425,297,311,303
"YHR019C",189,106,161,129,135,130
"YHR020W",204,131,142,110,129,121
"YHR021C",578,434,335,262,310,295
"YHR021W-A",1,4,1,7,9,5
"YHR022C",0,5,0,9,10,9
"YHR022C-A",1,0,0,0,1,0
"YHR023W",90,166,25,47,55,78
"YHR024C",84,59,47,34,56,32
"YHR025W",60,55,32,33,24,22
"YHR026W",116,81,66,92,102,56
"YHR027C",559,505,272,263,304,353
"YHR028C",322,231,207,403,429,400
"YHR028W-A",9,7,4,23,20,28
"YHR029C",61,34,49,144,181,186
"YHR030C",76,75,53,49,44,55
